,PERNMO,YEAR,Annual Returns,MCap
1,10000,1985,0,0
2,10000,1986,-0.882142848,13542400
3,10000,1987,-0.575757348,15155449
4,10001,1985,0,0
5,10001,1986,0.217369078,970225
6,10001,1987,-0.10127512,982081
7,10001,1988,0.163160193,984064
8,10001,1989,0.687925758,996004
9,10001,1990,-0.008721164,1044484
10,10001,1991,0.607470829,1110916
11,10001,1992,0.012621245,1155625
12,10001,1993,0.367996675,1166400
13,10001,1994,-0.090928365,1190281
14,10001,1995,0.228628313,4946176
15,10001,1996,-0.090447775,5202961
16,10001,1997,0.164265312,5555449
17,10001,1998,0.124245382,5736025
18,10001,1999,-0.066220404,5861241
19,10001,2000,0.2147249,6002500
20,10001,2001,0.229015048,6254992
21,10001,2002,-0.318478502,6592054
22,10001,2003,-0.176303537,6713281
23,10001,2004,0.159663201,6739216
24,10001,2005,0.411362899,6744405
25,10001,2006,0.181931702,8587830
26,10001,2007,0.334089492,8844451
27,10001,2008,-0.078204206,12491875
28,10001,2009,0.324435341,18464209
29,10001,2010,0.073993715,19018321
30,10001,2011,0.139163139,61371556
31,10001,2012,-0.139379699,66487716
32,10001,2013,-0.090693842,66536649
33,10001,2014,0.442748934,109244304
34,10001,2015,-0.28216527,109998144
35,10001,2016,0.740636607,110355025
36,10001,2017,0.04398843,110670400
37,10002,1996,0.027778,0
38,10002,1997,-0.016917326,9012004
39,10002,1998,1.083140762,17867529
40,10002,1999,-0.192137682,18045504
41,10002,2000,-0.271324848,59737441
42,10002,2001,0.117022982,73736569
43,10002,2002,0.051802772,72709729
44,10002,2003,0.287282584,70006689
45,10002,2004,0.408959646,76387600
46,10002,2005,0.174736153,120297024
47,10002,2006,0.09717466,123209516
48,10002,2007,0.027351786,124277895
49,10002,2008,-0.489087661,125081856
50,10002,2009,-0.416385564,307160676
51,10002,2010,-0.251943402,309548836
52,10002,2011,-0.417219436,311134321
53,10002,2012,-0.507575982,322489280
54,10002,2013,1.215387842,322597472
55,10002,2014,0.150536249,0
56,10002,2015,-0.242989243,1380625
57,10002,2016,-0.135803312,1380625
58,10002,2017,-0.271428924,1380625
59,10002,2018,-0.156863109,1380625
60,10002,2019,-0.046511195,1380625
61,10002,2020,0.756097394,1380625
62,10002,2021,0.435854951,2079364
63,10002,2022,-0.005334381,8994001
64,10002,2023,0.095126979,8994001
65,10002,2024,0.015113515,9012004
66,10003,1985,0,0
67,10003,1986,-0.124999625,3610000
68,10003,1987,-0.256049289,4774225
69,10003,1988,0.429047578,4813636
70,10003,1989,-0.532994706,4813636
71,10003,1990,-0.705881959,4813636
72,10003,1991,-0.525000187,4813636
73,10003,1992,2.263161286,4813636
74,10003,1993,-0.338710522,4813636
75,10003,1994,-0.121951324,25280784
76,10003,1995,1.388887581,25381444
77,10005,1985,0,0
78,10005,1986,-0.750000089,21669025
79,10005,1987,0.499999733,21399876
80,10005,1988,-0.333333215,70157376
81,10005,1989,-0.333333767,70157376
82,10005,1990,-0.24999985,70157376
83,10005,1991,1.6666672,69672409
84,10006,1937,-0.138393,0
85,10006,1938,-0.612776741,5493600
86,10006,1939,0.119664569,5524800
87,10006,1940,0.546585191,4930200
88,10006,1941,-0.178582577,4965000
89,10006,1942,0.771676957,5031000
90,10006,1943,-0.0433071,360000
91,10006,1944,0.069162685,360000
92,10006,1945,-0.179283043,360000
93,10006,1946,0.458268385,360000
94,10006,1947,0.218794015,360000
95,10006,1948,0.698336337,360000
96,10006,1949,-0.175543517,360000
97,10006,1950,-0.112433738,358801
98,10006,1951,-0.214501075,358801
99,10006,1952,-0.026115921,358801
100,10006,1953,0.307693237,358801
101,10006,1954,0.107054825,358801
102,10006,1955,0.218232024,358801
103,10006,1956,0.085941701,434281
104,10006,1957,0.71997088,525625
105,10006,1958,0.451771954,734449
106,10006,1959,-0.080746001,1587600
107,10006,1960,-0.31207705,1993744
108,10006,1961,0.379071556,2007889
109,10006,1962,0.059975444,2010724
110,10006,1963,-0.170459237,2010724
111,10006,1964,0.844457352,2016400
112,10006,1965,0.191937684,2036329
113,10006,1966,0.653182944,2111209
114,10006,1967,0.320833168,8690704
115,10006,1968,0.239294302,8809024
116,10006,1969,-0.15128424,35046400
117,10006,1970,0.230253809,33039504
118,10006,1971,0.459571611,31843449
119,10006,1972,-0.179925909,31820881
120,10006,1973,-0.286948891,31820881
121,10006,1974,0.399122469,3384600
122,10006,1975,0.12907526,3368400
123,10006,1976,0.068819704,3368400
124,10006,1977,-0.033217273,3358200
125,10006,1978,-0.083925021,3358200
126,10006,1979,0.233698503,3363600
127,10006,1980,0.135050372,3363600
128,10006,1981,-0.572153109,3363600
129,10006,1982,-0.22266232,3363600
130,10006,1983,-0.294025489,3376800
131,10006,1984,-0.254307408,3420000
132,10006,1985,-0.542227687,3420000
133,10006,1986,0.578503418,5205000
134,10006,1987,0.832736107,5205000
135,10006,1988,0.246380374,5236800
136,10006,1989,0.548405053,5238600
137,10006,1990,-0.484214348,5238600
138,10006,1991,0.004084066,5254800
139,10006,1992,0.830228133,5256000
140,10006,1993,0.711411725,5315400
141,10006,1994,0.76505607,5353200
142,10006,1995,0.089434702,5405400
143,10006,1996,-0.01154035,5460000
144,10007,1985,0,0
145,10007,1986,-0.631578544,166203664
146,10007,1987,-0.794642703,179024400
147,10007,1988,0,4260096
148,10007,1989,2.220594148,9040320
149,10007,1990,-0.931506856,16974400
150,10008,1985,0,0
151,10008,1986,0.025640344,8673025
152,10008,1987,-0.299999282,8673025
153,10008,1988,1.642862248,8684809
154,10009,1985,0,0
155,10009,1986,0.048460769,244036
156,10009,1987,-0.420072179,804609
157,10009,1988,0.674127706,804609
158,10009,1989,-0.322409025,885481
159,10009,1990,-0.016469445,885481
160,10009,1991,0.265037744,885481
161,10009,1992,0.608591298,1340964
162,10009,1993,0.476568368,1340964
163,10009,1994,-0.00442769,1343281
164,10009,1995,0.656052917,1354896
165,10009,1996,0.274223055,5470921
166,10009,1997,0.538623605,5607424
167,10009,1998,-0.1695555,5707321
168,10009,1999,-0.281361948,5808100
169,10009,2000,1.277258818,5322249
170,10010,1985,0,0
171,10010,1986,-0.499999888,40960000
172,10010,1987,0.650001379,44729344
173,10010,1988,0.090909109,44209201
174,10010,1989,0.194444245,45468049
175,10010,1990,2.627905303,44528929
176,10010,1991,0.448716173,49489929
177,10010,1992,-0.15929304,57714409
178,10010,1993,-0.415379225,64434436
179,10010,1994,-0.022222271,87385104
180,10010,1995,0.637501457,107308881
181,10011,1988,-0.601064716,0
182,10011,1989,-0.026665844,19873764
183,10011,1990,0.479453328,19873764
184,10011,1991,-8.96E-07,23315670
185,10011,1992,0.370371194,25391521
186,10011,1993,0.540540003,28015849
187,10011,1994,1.28070248,28121809
188,10011,1995,-0.276922288,32827098
189,10011,1996,-0.21276697,60777615
190,10011,1997,0.256755527,60824400
191,10011,1998,0.026882,62884900
192,10012,1985,0,0
193,10012,1986,-0.489796217,12110400
194,10012,1987,-0.635999792,13667062
195,10012,1988,0.269229134,80282580
196,10012,1989,-0.212120399,21353641
197,10012,1990,-0.538461492,21409125
198,10012,1991,-0.249999556,26174262
199,10012,1992,2.666672788,91916055
200,10012,1993,1.484845769,98933913
201,10012,1994,-0.121951948,212328522
202,10012,1995,1.916664854,213861372
203,10012,1996,-0.804762153,264032220
204,10012,1997,2.609750312,288371070
205,10012,1998,-0.804053597,310817760
206,10012,1999,7.862067577,331035100
207,10012,2000,-0.750972879,372951900
208,10012,2001,0.559999699,437499592
209,10012,2002,-0.557691873,439111064
210,10012,2003,0.195653193,440496144
211,10012,2004,-0.375757711,446782776
212,10012,2005,-0.834951178,563207824
213,10013,1985,0,0
214,10013,1986,-0.793103075,20912329
215,10013,1987,0,20912329
216,10014,1949,0,0
217,10014,1950,-0.185185532,2211169
218,10014,1951,0.090909179,2211169
219,10014,1952,-0.041664922,2211169
220,10014,1953,-0.21739043,2211169
221,10014,1954,0.305555197,2211169
222,10014,1955,0.234043986,2211169
223,10014,1956,-0.137932197,2211169
224,10014,1957,-0.040000871,2211169
225,10014,1958,0.16666755,2211169
226,10014,1959,0.250000281,2211169
227,10014,1960,-0.085714905,3272481
228,10014,1961,0.031249566,4765489
229,10014,1962,-0.077273069,6270016
230,10014,1963,-0.068965736,10850436
231,10014,1964,-0.222222571,10850436
232,10014,1965,-5.06E-07,11350161
233,10014,1966,0.476186577,11350161
234,10014,1967,0.967741246,11350161
235,10014,1968,0.524589321,11370384
236,10014,1969,-0.290323099,12489156
237,10014,1970,-0.4393933,16883881
238,10014,1971,-0.159159136,16908544
239,10014,1972,-0.51785724,6470800
240,10014,1973,1.118517496,6470800
241,10014,1974,-0.314686015,6743800
242,10014,1975,1.261908946,6743800
243,10014,1976,0.542858867,7644000
244,10014,1977,-0.29044849,7644000
245,10014,1978,-0.208791698,7895160
246,10014,1979,0.458331718,7341342
247,10014,1980,-0.142857032,7341342
248,10014,1981,2.451221015,7257474
249,10014,1982,0.546793236,7267512
250,10014,1983,-0.258386766,7267512
251,10014,1984,0.884643866,2073600
252,10014,1985,0.285646114,2073600
253,10014,1986,-0.034818718,2226064
254,10014,1987,-0.123242284,2250000
255,10014,1988,-0.052857574,2250000
256,10014,1989,-0.13308456,2250000
257,10014,1990,-0.068680525,2250000
258,10014,1991,-0.163109445,2250000
259,10014,1992,-0.262703315,2244004
260,10014,1993,-0.517856525,2244004
261,10014,1994,2.133328303,2211169
262,10014,1995,0.021276116,2211169
263,10014,1996,0.187499519,2211169
264,10014,1997,0.263157441,2211169
265,10014,1998,-0.541666672,2211169
266,10014,1999,-0.121211981,2211169
267,10014,2000,-0.06896564,2211169
268,10014,2001,8.00E-08,2211169
269,10015,1983,0.199999915,0
270,10015,1984,-0.491666839,12744900
271,10015,1985,1.655737082,12744900
272,10015,1986,0.481480419,15904144
273,10016,2000,0.12,0
274,10016,2001,0.220779113,287200809
275,10016,2002,0.820470593,21068100
276,10016,2003,-0.177215699,21058912
277,10016,2004,0.41636905,21008472
278,10016,2005,-0.10127964,29149057
279,10016,2006,-0.407663218,184769640
280,10016,2007,0.403364683,184946400
281,10016,2008,-0.043077186,184728866
282,10016,2009,-0.211500977,181757268
283,10016,2010,-0.466018886,188429953
284,10016,2011,0.618180266,187046310
285,10016,2012,0.112360497,186581868
286,10016,2013,0.070706076,187169565
287,10016,2014,0.240564739,189515116
288,10016,2015,0.03421976,330766969
289,10016,2016,0.011029441,302307742
290,10017,1985,0,0
291,10017,1986,-0.230768827,131515024
292,10017,1987,0.046153517,131400369
293,10017,1988,0.139705236,133056225
294,10018,1985,0,0
295,10018,1986,-0.720588287,4857616
296,10018,1987,-0.763157549,5189284
297,10018,1988,-0.38888901,5189284
298,10018,1989,0.636363129,5189284
299,10018,1990,1.500001577,9333025
300,10018,1991,0.666668722,9431041
301,10018,1992,0.706665793,9431041
302,10018,1993,-0.56249979,46212804
303,10018,1994,0.142857193,46389721
304,10018,1995,-0.874999967,46389721
305,10019,1985,0,0
306,10019,1986,-0.156757024,38130625
307,10019,1987,-0.247115686,38130625
308,10019,1988,0.545245961,38130625
309,10019,1989,0.250001922,33443089
310,10019,1990,-0.527271893,35796289
311,10019,1991,-0.057692743,29953729
312,10019,1992,0.367345279,28654609
313,10019,1993,-0.074627407,27123264
314,10019,1994,0.225807044,27436644
315,10019,1995,-0.026316392,27772900
316,10019,1996,0.702703336,29942784
317,10019,1997,0.481579919,29333056
318,10019,1998,-0.701613161,67322025
319,10019,1999,1.175671185,67371264
320,10019,2000,-0.652173407,67667076
321,10019,2001,-0.642857379,68392900
322,10019,2002,0.072000788,68591524
323,10020,1985,0,0
324,10020,1986,0.261406944,17977600
325,10020,1987,0.246956904,33640000
326,10020,1988,-0.164281634,74442384
327,10020,1989,-0.048041374,411318961
328,10020,1990,-0.123216617,430811536
329,10020,1991,0.34920095,418202500
330,10020,1992,0.621788462,578162025
331,10020,1993,0.05098497,599907049
332,10021,1993,-0.333333,0
333,10021,1994,-0.171874723,81225
334,10021,1995,3.528297166,459684
335,10021,1996,-0.358620644,459684
336,10021,1997,-0.322580876,6760000
337,10021,1998,-0.404761823,6760000
338,10021,1999,-0.119999827,6760000
339,10021,2000,-0.545454301,6760000
340,10021,2001,0.300000129,7150000
341,10021,2002,-0.653845796,7562500
342,10021,2003,0.066666214,7562500
343,10021,2004,0,0
344,10022,1925,0,0
345,10022,1926,0.068215247,40000
346,10022,1927,0.149239426,41616
347,10022,1928,0.252692002,43264
348,10022,1929,-0.06193073,43264
349,10022,1930,0.076513264,40000
350,10022,1931,-0.53815194,40000
351,10022,1932,0.127338923,40000
352,10022,1933,0.894645234,40000
353,10022,1934,0.849338541,30625
354,10022,1935,0.421312331,30625
355,10022,1936,0.165383245,30625
356,10022,1937,-0.484249016,274576
357,10022,1938,0.048708934,274576
358,10022,1939,-0.183240478,274576
359,10022,1940,-0.410744549,274576
360,10022,1941,-0.175044302,273529
361,10022,1942,1.267963182,273529
362,10022,1943,0.604932989,263169
363,10022,1944,0.451411102,239121
364,10022,1945,1.143904748,225625
365,10022,1946,0.27808377,222784
366,10022,1947,-0.205228498,2002225
367,10022,1948,-0.360505598,1999396
368,10022,1949,0.317374969,1999396
369,10022,1950,0.015625247,1999396
370,10022,1951,-0.018971725,1999396
371,10022,1952,-0.087486707,1999396
372,10022,1953,0.139931806,1999396
373,10022,1954,0.458593601,2292196
374,10022,1955,-0.113117531,2292196
375,10022,1956,-0.162562835,2292196
376,10022,1957,0.209811878,2292196
377,10022,1958,0.551258295,2295225
378,10022,1959,0.377849366,2295225
379,10022,1960,0.036695699,2362369
380,10023,1972,0,0
381,10023,1973,-0.331521807,248004
382,10024,1985,0,0
383,10024,1986,0.121951553,17380561
384,10024,1987,-0.543478071,30946969
385,10024,1988,-0.28571412,36942084
386,10024,1989,-0.499999772,81993025
387,10024,1990,-0.66666702,111978724
388,10024,1991,0.199998467,215267584
389,10024,1992,-0.416666158,306495049
390,10025,1987,0.013514,0
391,10025,1988,-0.066666434,9042049
392,10025,1989,0.45714279,9081182
393,10025,1990,0.808823279,9529116
394,10025,1991,-0.203251301,22676635
395,10025,1992,-9.05E-07,22924935
396,10025,1993,-0.081631618,23290267
397,10025,1994,1.41046659,23541904
398,10025,1995,0.060350588,53794860
399,10025,1996,0.22795775,54656280
400,10025,1997,1.344085249,22462271
401,10025,1998,-0.353211798,51136801
402,10025,1999,-0.453900614,52460473
403,10025,2000,0.597402782,52969284
404,10025,2001,0.357723958,56009680
405,10025,2002,-0.353294674,59574736
406,10025,2003,-0.730370173,61850360
407,10025,2004,0.516482632,64282536
408,10025,2005,0.847824976,68884071
409,10025,2006,0.319607914,72658560
410,10025,2007,0.683504863,74952276
411,10025,2008,-0.329436365,62430840
412,10025,2009,-0.570582562,46041604
413,10025,2010,1.674327692,45893850
414,10025,2011,-0.195414791,46922500
415,10025,2012,0.242522008,37662769
416,10025,2013,1.02149703,30420720
417,10025,2014,-0.395717598,30984992
418,10025,2015,0.188643681,28463762
419,10025,2016,0.55828295,25938549
420,10025,2017,0.489011284,26117198
421,10025,2018,-0.390476319,6280036
422,10025,2019,0.15625,0
423,10026,2001,1.029799023,73977201
424,10026,2002,-0.301600324,78730129
425,10026,2003,0.30031777,75568249
426,10026,2004,0.291923567,80946009
427,10026,2005,0.275068979,82337476
428,10026,2006,0.151371882,340734681
429,10026,2007,-0.264857271,348755625
430,10026,2008,0.324169751,349353481
431,10026,2009,0.184441306,340254916
432,10026,2010,0.195796128,342139009
433,10026,2011,0.196934941,348718276
434,10026,2012,0.328180201,357852889
435,10026,2013,0.224750529,352237824
436,10026,2014,0.191622932,347636025
437,10026,2015,0.092201876,349652601
438,10026,2016,0.12144975,348120964
439,10026,2017,0.665666583,351150121
440,10026,2018,-0.090277982,8514724
441,10026,2019,0.206109362,8514724
442,10026,2020,0.506329511,9703225
443,10026,2021,-0.445378453,34494818
444,10026,2022,0.727274766,69472225
445,10026,2023,-0.333332746,112444816
446,10026,2024,0.75000101,112317604
447,10026,2025,-0.240601622,105493441
448,10026,2026,-8.29E-07,100360324
449,10026,2027,-0.089108684,87590881
450,10026,2028,0.336955914,77951241
451,10026,2029,0.357722439,77387209
452,10026,2030,0.149701409,81288256
453,10026,2031,-0.255208369,80514729
454,10026,2032,0.239162225,73307844
455,10027,1986,-0.274726418,0
456,10027,1987,-0.545454131,6502500
457,10027,1988,0.099999762,6502500
458,10027,1989,1.22727203,6502500
459,10027,1990,0.102041,6456681
460,10028,2011,0.885888495,98202324
461,10028,2012,-0.22188258,125888400
462,10028,2013,-0.601046634,148254976
463,10028,2014,-0.426229385,148937616
464,10028,2015,-0.571429192,150160516
465,10028,2016,1.300000375,151240804
466,10028,2017,-0.325362278,333338434
467,10028,2018,-0.555555657,165096801
468,10028,2019,1.42E-06,245987856
469,10028,2020,-0.598957769,269091216
470,10028,2021,-0.59740245,14600041
471,10028,2022,-0.516128345,28611801
472,10028,2023,7.266665833,31024900
473,10028,2024,-0.35483833,30780304
474,10028,2025,1.350002039,31651876
475,10028,2026,-0.361702106,30980356
476,10028,2027,-0.200000326,34269316
477,10028,2028,-0.083334402,33988900
478,10028,2029,1.000000144,19536400
479,10028,2030,-0.090908181,17230801
480,10028,2031,1.399999252,17598025
481,10028,2032,0.499999236,20331081
482,10028,2033,-0.719444593,24285184
483,10028,2034,-0.544555032,24147396
484,10028,2035,1.503481413,24147396
485,10028,2036,-0.114276288,24137569
486,10028,2037,-0.217646874,24137569
487,10028,2038,0.287719026,24137569
488,10028,2039,1.101982376,24137569
489,10028,2040,-0.842592566,98386200
490,10028,2041,0.905882181,96707556
491,10028,2042,1.572714725,101182026
492,10029,1986,-0.326316722,0
493,10029,1987,-0.343749366,10621081
494,10029,1988,1.26E-06,11999296
495,10029,1989,-0.095239817,10784656
496,10029,1990,0.289473306,10824100
497,10030,1960,-0.027356,0
498,10030,1961,0.280605568,2637376
499,10030,1962,0.022469785,2647129
500,10030,1963,0.147908863,2643876
501,10030,1964,0.208539688,2643876
502,10030,1965,0.071944666,3455881
503,10030,1966,0.080781386,3433609
504,10030,1967,0.116499482,13645636
505,10030,1968,0.040008495,13542400
506,10030,1969,0.234436017,13682601
507,10030,1970,0.326108841,24336
508,10030,1971,0.119817889,404496
509,10030,1972,0.384355118,436921
510,10030,1973,-0.204012968,421201
511,10030,1974,-0.21861626,476100
512,10030,1975,-0.717907424,476100
513,10030,1976,3.343307219,394384
514,10030,1977,-0.223850543,376996
515,10030,1978,0.270928333,374544
516,10030,1979,0.686393035,374544
517,10030,1980,0.330752292,374544
518,10030,1981,-0.326715205,452929
519,10030,1982,-0.010831896,591361
520,10030,1983,0.024188057,591361
521,10030,1984,0.067859857,591361
522,10030,1985,-0.273590325,591361
523,10030,1986,0.678936493,591361
524,10030,1987,0.188694235,591361
525,10030,1988,0.032083689,591361
526,10030,1989,0.466833721,591361
527,10030,1990,-0.23792395,591361
528,10030,1991,0.011488471,992016
529,10030,1992,-0.165937612,992016
530,10030,1993,0.046788589,992016
531,10030,1994,0.325646051,992016
532,10030,1995,0.246790434,1201216
533,10030,1996,0.02941166,1199025
534,10030,1997,-0.110115847,1199025
535,10030,1998,0.280060673,1199025
536,10030,1999,0.2051876,1210000
537,10030,2000,0.215838485,1227664
538,10030,2001,-0.149209437,1456849
539,10030,2002,0.422846317,2499561
540,10030,2003,-0.1652581,2585664
541,10031,1983,0,0
542,10031,1984,-0.441859824,7198489
543,10031,1985,0.562498989,7198489
544,10031,1986,-0.040000785,7198489
545,10031,1987,-0.305555343,7198489
546,10031,1988,-0.3599998,7198489
547,10031,1989,-0.4375,7198489
548,10032,1986,-0.437908605,0
549,10032,1987,-0.441860893,15217801
550,10032,1988,0.49999791,16711744
551,10032,1989,0.500000994,16957924
552,10032,1990,-0.333332477,17048641
553,10032,1991,3.22222451,17098225
554,10032,1992,0.184210921,17969121
555,10032,1993,0.016667999,41576704
556,10032,1994,-0.442622347,41679936
557,10032,1995,0.955880547,41731600
558,10032,1996,0.007519893,42172036
559,10032,1997,0.776119365,42823936
560,10032,1998,1.277312627,219662041
561,10032,1999,0.298891666,224460324
562,10032,2000,0.381393466,311099044
563,10032,2001,-0.126044952,1692206802
564,10032,2002,-0.669427218,1750668381
565,10032,2003,0.955582886,1780582048
566,10032,2004,-0.242282081,1833745914
567,10032,2005,0.747887207,1870991889
568,10032,2006,0.050133261,1959431232
569,10032,2007,0.099662447,2141097935
570,10032,2008,-0.354531406,2160855189
571,10032,2009,0.680233948,1549367044
572,10032,2010,0.086377412,1581971076
573,10032,2011,-0.115060152,1643167296
574,10032,2012,-0.057708167,1211457636
575,10032,2013,0.677906734,1209370176
576,10032,2014,-0.048047034,1151516356
577,10032,2015,-0.152632743,1129125036
578,10032,2016,0.547538118,1110586500
579,10032,2017,0.123613354,1135083481
580,10033,1986,0.08408564,2119936
581,10034,1986,-0.256198845,0
582,10034,1987,-0.125926089,8265625
583,10034,1988,0.755125238,8265625
584,10034,1989,-0.095477007,8265625
585,10034,1990,-0.085149111,8271376
586,10034,1991,0.392155202,8282884
587,10035,1986,-0.699187128,0
588,10035,1987,-0.283783644,19713600
589,10035,1988,2.056604079,21529600
590,10035,1989,0.197530719,19421649
591,10035,1990,0.463915649,20142144
592,10035,1991,0.591548359,27836176
593,10035,1992,-0.238938343,151093264
594,10035,1993,0.209301324,160149025
595,10035,1994,-0.086539453,169754841
596,10035,1995,-0.242105271,176597521
597,10035,1996,-0.277778637,184443561
598,10035,1997,0.173078384,180069561
599,10035,1998,-0.155736739,190716100
600,10035,1999,0.446602765,209757289
601,10035,2000,-0.677852048,386279716
602,10035,2001,0.326665138,527724626
603,10035,2002,-0.535176395,617257557
604,10035,2003,0.108106604,716360601
605,10036,1986,-0.584906074,0
606,10036,1987,-0.522726594,97101316
607,10036,1988,-0.857142659,97101316
608,10036,1989,-5.00E-07,97101316
609,10036,1990,0.666667,97101316
610,10036,1991,0,97101316
611,10037,2002,0.159976255,13307904
612,10037,2003,-0.091284289,14092516
613,10037,2004,-0.338710239,328329
614,10037,2005,-0.280487797,898704
615,10037,2006,-0.016949934,898704
616,10037,2007,-0.172413914,898704
617,10037,2008,0.145833229,898704
618,10037,2009,0.283999892,898704
619,10037,2010,0.075781348,1036324
620,10037,2011,0.058507075,1876900
621,10037,2012,0.111150968,3200521
622,10037,2013,0.394274115,8964036
623,10037,2014,0.259410263,9922500
624,10037,2015,0.326289676,11022400
625,10037,2016,-0.328620968,12292036
626,10037,2017,-0.198118293,12299049
627,10037,2018,0.746359986,12588304
628,10037,2019,0.361811071,12759184
629,10037,2020,-0.057097795,12623809
630,10038,1986,0.044247139,0
631,10038,1987,-0.135593949,6115729
632,10038,1988,-0.333333485,6115729
633,10038,1989,-0.499999958,6115729
634,10038,1990,-0.205882075,6115729
635,10038,1991,0,0
636,10039,1986,-0.112358924,0
637,10039,1987,-0.721519219,1218816
638,10039,1988,0.045453521,1106704
639,10039,1989,-0.108694998,1104601
640,10039,1990,-0.024389356,1104601
641,10039,1991,0.149999066,1212201
642,10039,1992,0.217392292,1104601
643,10039,1993,3.142854782,2199289
644,10039,1994,-0.551723496,2585664
645,10039,1995,-0.076923685,3055504
646,10039,1996,0.177082639,5560164
647,10039,1997,0.415929135,5626384
648,10039,1998,0.800001939,8602489
649,10039,1999,2.000000592,10099684
650,10039,2000,-0.259259939,10099684
651,10039,2001,-0.934999949,29354724
652,10040,1986,0.212605738,0
653,10040,1987,-0.773872717,531441
654,10040,1988,-0.31818079,537289
655,10040,1989,-0.199999826,537289
656,10041,1986,-0.558139174,0
657,10041,1987,-0.657894932,44222500
658,10041,1988,-8.65E-08,31114084
659,10041,1989,-0.615384423,28334329
660,10041,1990,0,28334329
661,10042,2002,-0.281913638,383141476
662,10042,2003,1.962960775,443439364
663,10042,2004,-0.839999931,780252489
664,10042,2005,0.390626107,1191009121
665,10042,2006,-0.393259115,1921857921
666,10042,2007,-0.322916854,2813029444
667,10042,2008,0.538463934,31080625
668,10042,2009,-0.63750044,31640625
669,10042,2010,1.344826453,66406201
670,10042,2011,0.323529582,84860919
671,10042,2012,-0.65555579,438274200
672,10042,2013,1.193543938,481670809
673,10042,2014,-7.81E-07,576720225
674,10042,2015,0.411764918,581168800
675,10042,2016,-0.312499556,648822159
676,10042,2017,0.787880996,658808784
677,10042,2018,-0.305085225,927923434
678,10042,2019,-0.58536606,1536951424
679,10042,2020,-0.794117389,2125855449
680,10042,2021,0.499999495,2130007104
681,10042,2022,-0.123810475,135117376
682,10042,2023,0.260870062,178275904
683,10042,2024,0.296552013,331240000
684,10043,1986,0.033618532,0
685,10043,1987,0.239272505,3944196
686,10043,1988,0.102525154,4206601
687,10043,1989,-0.11831317,4334724
688,10043,1990,-0.211910098,4490161
689,10043,1991,-0.112304978,4596736
690,10043,1992,0.310203551,4622500
691,10043,1993,0.621406748,4635409
692,10043,1994,-0.1192213,5262436
693,10043,1995,-0.053288386,5574321
694,10043,1996,0.030162627,5900041
695,10043,1997,0.980489649,5377761
696,10043,1998,0.077084832,12823561
697,10043,1999,0.275000039,13235044
698,10044,2013,0.099595239,37405456
699,10044,2014,-0.042941754,38204761
700,10044,2015,-0.053372827,34093921
701,10044,2016,0.129253835,34269316
702,10044,2017,-0.21370919,34845409
703,10044,2018,-0.268293642,4765489
704,10044,2019,-0.444501154,4915089
705,10044,2020,0.399999574,553536
706,10044,2021,-0.035713718,559504
707,10044,2022,0.155554932,1437601
708,10044,2023,-8.67E-08,2337841
709,10044,2024,0.051282929,2439844
710,10044,2025,1.292680633,2477476
711,10044,2026,0.52127803,6916900
712,10044,2027,-0.531467757,7059649
713,10044,2028,-0.417910685,8439025
714,10044,2029,-0.076924065,8439025
715,10044,2030,0.29166663,6760000
716,10044,2031,-0.344085349,6591000
717,10044,2032,1.150818548,3829849
718,10044,2033,0.447153415,3367225
719,10044,2034,0.098314924,6245001
720,10044,2035,0.895455837,6436369
721,10044,2036,1.355258648,18378369
722,10044,2037,-0.209747576,40947201
723,10044,2038,0.235422623,36990724
724,10044,2039,-0.418317262,40525956
725,10044,2040,-0.068340332,35820225
726,10044,2041,0.252312777,36312676
727,10044,2042,-0.032104738,36772096
728,10044,2043,0.463743333,37527876
729,10044,2044,0.022448571,36602500
730,10045,1986,-0.53424588,0
731,10045,1987,-0.529412,10890000
732,10046,1986,-0.596898805,0
733,10046,1987,-1.47E-07,2411809
734,10046,1988,0.692305711,2537649
735,10046,1989,-0.045454263,3218436
736,10046,1990,-0.690475983,3523129
737,10046,1991,-0.038461903,3534400
738,10046,1992,0.359999836,3534400
739,10046,1993,0.058822904,3538161
740,10046,1994,-0.611110935,3538161
741,10046,1995,-0.14285728,3538161
742,10047,1986,-0.632652964,0
743,10047,1987,-0.41666645,13690000
744,10047,1988,-0.630951801,14326225
745,10047,1989,0.741936614,14326225
746,10047,1990,-0.592593021,23863225
747,10047,1991,0.454546508,31125241
748,10047,1992,-0.688039636,31125241
749,10047,1993,-0.695626508,87616
750,10047,1994,-0.666666878,79852096
751,10047,1995,0,0
752,10048,1986,0.218275184,0
753,10048,1987,0.774998274,16851025
754,10048,1988,0.06690152,38155329
755,10048,1989,0.544555149,86229796
756,10048,1990,-0.451922799,963916209
757,10048,1991,0.954287816,199543876
758,10048,1992,-0.178059998,231445600
759,10048,1993,0.348459543,355923583
760,10048,1994,-0.34782591,529276036
761,10048,1995,0.066666971,456110205
762,10048,1996,-0.289062266,805310884
763,10048,1997,0.714286512,908065830
764,10048,1998,2.253210367,924580900
765,10048,1999,0.43842445,1073545225
766,10049,1925,0,0
767,10049,1926,0.24456143,62500
768,10049,1927,0.738276147,250000
769,10049,1928,-0.398416275,5.00E+05
770,10049,1929,-0.131098385,976144
771,10049,1930,-0.736842111,1183744
